Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,NetworkType,NotificationType,PayloadSize
1,2021-09-12 09:19:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2232
2,2021-09-13 10:06:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1124
3,2021-09-14 12:02:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1092
4,2021-09-14 18:19:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1116
5,2021-09-15 11:12:00,microsoft.windowscommunicationsapps_16005.14326.20206.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,39,0,4,358
6,2021-09-17 07:55:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,4480
7,2021-09-17 07:55:00,microsoft.windowscommunicationsapps_16005.14326.20388.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,789,0,4,139
8,2021-09-18 05:49:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1092
9,2021-09-18 09:49:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2248
10,2021-09-19 05:51:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1092
11,2021-09-19 07:06:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2184
12,2021-09-19 07:10:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2184
13,2021-09-19 07:12:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2184
14,2021-09-19 07:18:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2184
15,2021-09-19 07:31:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2184
16,2021-09-20 16:47:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1116
17,2021-09-20 16:47:00,microsoft.windowscommunicationsapps_16005.14326.20388.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,789,0,4,179
18,2021-09-20 18:19:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1116
19,2021-09-21 15:32:00,microsoft.windowscommunicationsapps_16005.14326.20388.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,789,0,4,179
20,2021-09-21 15:32:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2232
21,2021-09-21 18:24:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1116
22,2021-09-22 18:50:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2248
23,2021-09-23 15:00:00,microsoft.windowscommunicationsapps_16005.14326.20388.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,789,0,4,115
24,2021-09-23 15:00:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2184
25,2021-09-24 16:35:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1116
26,2021-09-24 18:20:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1116
27,2021-09-25 07:18:00,microsoft.windowscommunicationsapps_16005.14326.20436.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,1922,0,4,139
28,2021-09-25 07:18:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2184
29,2021-09-25 16:43:00,microsoft.windowscommunicationsapps_16005.14326.20436.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,1922,0,4,179
30,2021-09-25 16:43:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2232
31,2021-09-26 06:17:00,microsoft.windowscommunicationsapps_16005.14326.20436.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,1922,0,4,179
32,2021-09-26 06:17:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2232
33,2021-09-26 06:18:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1116
34,2021-09-26 07:17:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2184
35,2021-09-26 12:37:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2232
36,2021-09-27 16:35:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,3276
37,2021-09-27 18:19:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1116
38,2021-09-28 15:31:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2232
39,2021-09-28 18:19:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1116
40,2021-09-29 05:20:00,microsoft.windowscommunicationsapps_16005.14326.20436.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,1922,0,4,179
41,2021-09-29 05:20:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2248
42,2021-09-29 11:05:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2232
43,2021-09-29 15:47:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2248
44,2021-09-29 16:32:00,microsoft.windowscommunicationsapps_16005.14326.20436.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,1922,0,4,179
45,2021-09-29 18:18:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1116
46,2021-09-30 15:03:00,microsoft.windowscommunicationsapps_16005.14326.20436.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,1922,0,4,219
47,2021-09-30 15:03:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,2184
48,2021-10-01 13:08:00,Microsoft.Office.OneNote_16001.14326.20018.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,3,0,1,1116
49,2021-10-01 13:08:00,microsoft.windowscommunicationsapps_16005.14326.20436.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,1922,0,4,179
50,2021-10-01 15:18:00,Microsoft.Office.OneNote_16001.14326.20426.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,2386,0,1,1116
51,2021-10-02 05:50:00,microsoft.windowscommunicationsapps_16005.14326.20436.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,1922,0,4,179
52,2021-10-02 05:50:00,Microsoft.Office.OneNote_16001.14326.20426.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,2386,0,1,2184
53,2021-10-02 06:28:00,Microsoft.Office.OneNote_16001.14326.20426.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-639173964-2954081898-1518622790-1001,,4,2386,0,1,1116
